Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
06/22/2021,06/23/2021,26th Ward,26W,1215.93,824000.00,,318262,RT-qPCR - N1
06/22/2021,06/23/2021,Bowery Bay,BB,399.61,185000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),894311,RT-qPCR - N1
06/22/2021,06/23/2021,Coney Island,CI,4250.49,1960000.00,,647635,RT-qPCR - N1
06/22/2021,06/23/2021,Hunts Point,HP,907.13,604000.00,,781885,RT-qPCR - N1
06/22/2021,06/23/2021,Jamaica Bay,JA,723.71,315000.00,,735054,RT-qPCR - N1
06/22/2021,06/23/2021,Newtown Creek,NC,920.43,624000.00,,1227810,RT-qPCR - N1
06/22/2021,06/23/2021,North River,NR,482.00,299000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),649549,RT-qPCR - N1
06/22/2021,06/23/2021,Oakwood Beach,OB,2882.84,1130000.00,,243910,RT-qPCR - N1
06/22/2021,06/23/2021,Owls Head,OH,7489.29,3160000.00,,923524,RT-qPCR - N1
06/22/2021,06/23/2021,Port Richmond,PR,1086.05,509000.00,,224516,RT-qPCR - N1
06/22/2021,06/23/2021,Red Hook,RH,289.09,127000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),257556,RT-qPCR - N1
06/22/2021,06/23/2021,Rockaway,RK,,,Concentration below Method Limit of Detection,117991,RT-qPCR - N1
06/22/2021,06/23/2021,Tallman Island,TI,597.24,327000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,457817,RT-qPCR - N1
06/22/2021,06/23/2021,Wards Island,WI,1043.01,700000.00,,1173448,RT-qPCR - N1
06/27/2021,06/28/2021,26th Ward,26W,670.47,410000.00,,318262,RT-qPCR - N1
06/27/2021,06/28/2021,Bowery Bay,BB,1276.48,460000.00,,894311,RT-qPCR - N1
06/27/2021,06/28/2021,Coney Island,CI,731.77,292000.00,,647635,RT-qPCR - N1
06/27/2021,06/28/2021,Hunts Point,HP,407.13,243000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),781885,RT-qPCR - N1
06/27/2021,06/28/2021,Jamaica Bay,JA,337.93,142000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),735054,RT-qPCR - N1
06/27/2021,06/28/2021,Newtown Creek,NC,1270.65,699000.00,,1227810,RT-qPCR - N1
06/27/2021,06/28/2021,North River,NR,646.98,364000.00,,649549,RT-qPCR - N1
06/27/2021,06/28/2021,Oakwood Beach,OB,7557.14,2890000.00,,243910,RT-qPCR - N1
06/27/2021,06/28/2021,Owls Head,OH,2972.03,1040000.00,,923524,RT-qPCR - N1
06/27/2021,06/28/2021,Port Richmond,PR,2311.55,967000.00,,224516,RT-qPCR - N1
06/27/2021,06/28/2021,Red Hook,RH,456.19,170000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection) - This sample was analyzed in duplicate. The higher of the 2 results is reported,257556,RT-qPCR - N1
06/27/2021,06/28/2021,Rockaway,RK,192.79,133000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),117991,RT-qPCR - N1
06/27/2021,06/28/2021,Tallman Island,TI,475.65,200000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),457817,RT-qPCR - N1
06/27/2021,06/28/2021,Wards Island,WI,2389.17,1460000.00,,1173448,RT-qPCR - N1
06/29/2021,06/30/2021,26th Ward,26W,385.41,251000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),318262,RT-qPCR - N1
06/29/2021,06/30/2021,Bowery Bay,BB,928.19,342000.00,,894311,RT-qPCR - N1
06/29/2021,06/30/2021,Coney Island,CI,1696.33,649000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
06/29/2021,06/30/2021,Hunts Point,HP,740.93,523000.00,,781885,RT-qPCR - N1
06/29/2021,06/30/2021,Jamaica Bay,JA,1613.86,596000.00,,735054,RT-qPCR - N1
06/29/2021,06/30/2021,Newtown Creek,NC,1027.67,626000.00,,1227810,RT-qPCR - N1
06/29/2021,06/30/2021,North River,NR,189.60,121000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),649549,RT-qPCR - N1
06/29/2021,06/30/2021,Oakwood Beach,OB,11096.29,4090000.00,,243910,RT-qPCR - N1
06/29/2021,06/30/2021,Owls Head,OH,5794.34,2060000.00,,923524,RT-qPCR - N1
06/29/2021,06/30/2021,Port Richmond,PR,1926.24,774000.00,,224516,RT-qPCR - N1
06/29/2021,06/30/2021,Red Hook,RH,523.27,265000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),257556,RT-qPCR - N1
06/29/2021,06/30/2021,Rockaway,RK,416.76,262000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),117991,RT-qPCR - N1
06/29/2021,06/30/2021,Tallman Island,TI,2443.81,1030000.00,,457817,RT-qPCR - N1
06/29/2021,06/30/2021,Wards Island,WI,1285.05,1040000.00,,1173448,RT-qPCR - N1
07/06/2021,07/07/2021,26th Ward,26W,762.19,725000.00,,318262,RT-qPCR - N1
07/06/2021,07/07/2021,Bowery Bay,BB,1935.11,1130000.00,,894311,RT-qPCR - N1
07/06/2021,07/07/2021,Coney Island,CI,1558.35,865000.00,,647635,RT-qPCR - N1
07/06/2021,07/07/2021,Hunts Point,HP,1106.02,892000.00,,781885,RT-qPCR - N1
07/06/2021,07/07/2021,Jamaica Bay,JA,811.22,373000.00,,735054,RT-qPCR - N1
07/06/2021,07/07/2021,Newtown Creek,NC,921.96,748000.00,,1227810,RT-qPCR - N1
07/06/2021,07/07/2021,North River,NR,634.83,482000.00,,649549,RT-qPCR - N1
07/06/2021,07/07/2021,Oakwood Beach,OB,20571.81,12400000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,243910,RT-qPCR - N1
07/06/2021,07/07/2021,Owls Head,OH,7000.71,3190000.00,,923524,RT-qPCR - N1
07/06/2021,07/07/2021,Port Richmond,PR,1402.42,1130000.00,,224516,RT-qPCR - N1
07/06/2021,07/07/2021,Red Hook,RH,913.92,540000.00,,257556,RT-qPCR - N1
07/06/2021,07/07/2021,Rockaway,RK,673.52,444000.00,,117991,RT-qPCR - N1
07/06/2021,07/07/2021,Tallman Island,TI,1083.81,666000.00,,457817,RT-qPCR - N1
07/06/2021,07/07/2021,Wards Island,WI,2908.92,2260000.00,,1173448,RT-qPCR - N1
07/11/2021,07/12/2021,26th Ward,26W,1336.03,1060000.00,,318262,RT-qPCR - N1
07/11/2021,07/12/2021,Bowery Bay,BB,2350.81,1260000.00,,894311,RT-qPCR - N1
07/11/2021,07/12/2021,Coney Island,CI,1144.79,521000.00,,647635,RT-qPCR - N1
07/11/2021,07/12/2021,Hunts Point,HP,1091.73,907000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,781885,RT-qPCR - N1
07/11/2021,07/12/2021,Jamaica Bay,JA,2840.47,1220000.00,,735054,RT-qPCR - N1
07/11/2021,07/12/2021,Newtown Creek,NC,1090.68,918000.00,,1227810,RT-qPCR - N1
07/11/2021,07/12/2021,North River,NR,1819.83,1520000.00,,649549,RT-qPCR - N1
07/11/2021,07/12/2021,Oakwood Beach,OB,12364.19,6020000.00,,243910,RT-qPCR - N1
07/11/2021,07/12/2021,Owls Head,OH,797.87,343000.00,,923524,RT-qPCR - N1
07/11/2021,07/12/2021,Port Richmond,PR,443.97,632000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),224516,RT-qPCR - N1
07/11/2021,07/12/2021,Red Hook,RH,5595.78,3690000.00,,257556,RT-qPCR - N1
07/11/2021,07/12/2021,Rockaway,RK,472.34,356000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),117991,RT-qPCR - N1
07/11/2021,07/12/2021,Tallman Island,TI,1198.05,685000.00,,457817,RT-qPCR - N1
07/11/2021,07/12/2021,Wards Island,WI,3382.53,2670000.00,,1173448,RT-qPCR - N1
07/13/2021,07/14/2021,26th Ward,26W,2074.85,1350000.00,,318262,RT-qPCR - N1
07/13/2021,07/14/2021,Bowery Bay,BB,3402.66,1320000.00,,894311,RT-qPCR - N1
07/13/2021,07/14/2021,Coney Island,CI,2176.27,930000.00,,647635,RT-qPCR - N1
07/13/2021,07/14/2021,Hunts Point,HP,2414.12,1540000.00,,781885,RT-qPCR - N1
07/13/2021,07/14/2021,Jamaica Bay,JA,3242.40,1260000.00,,735054,RT-qPCR - N1
07/13/2021,07/14/2021,Newtown Creek,NC,2032.03,1330000.00,,1227810,RT-qPCR - N1
07/13/2021,07/14/2021,North River,NR,,,No signal detected; possible analytical issue,649549,RT-qPCR - N1
07/13/2021,07/14/2021,Oakwood Beach,OB,1216.63,566000.00,,243910,RT-qPCR - N1
07/13/2021,07/14/2021,Owls Head,OH,11093.93,3800000.00,,923524,RT-qPCR - N1
07/13/2021,07/14/2021,Port Richmond,PR,1745.13,993000.00,,224516,RT-qPCR - N1
07/13/2021,07/14/2021,Red Hook,RH,3784.35,1530000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,257556,RT-qPCR - N1
07/13/2021,07/14/2021,Rockaway,RK,483.35,319000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),117991,RT-qPCR - N1
07/13/2021,07/14/2021,Tallman Island,TI,1742.55,850000.00,,457817,RT-qPCR - N1
07/13/2021,07/14/2021,Wards Island,WI,2319.45,1420000.00,,1173448,RT-qPCR - N1
07/18/2021,07/19/2021,26th Ward,26W,2350.56,2050000.00,,318262,RT-qPCR - N1
07/18/2021,07/19/2021,Bowery Bay,BB,3539.56,1480000.00,,894311,RT-qPCR - N1
07/18/2021,07/19/2021,Coney Island,CI,2353.00,992000.00,,647635,RT-qPCR - N1
07/18/2021,07/19/2021,Hunts Point,HP,2107.88,1370000.00,,781885,RT-qPCR - N1
07/18/2021,07/19/2021,Jamaica Bay,JA,2593.29,1020000.00,,735054,RT-qPCR - N1
07/18/2021,07/19/2021,Newtown Creek,NC,3498.40,2140000.00,,1227810,RT-qPCR - N1
07/18/2021,07/19/2021,North River,NR,2136.30,1280000.00,,649549,RT-qPCR - N1
07/18/2021,07/19/2021,Oakwood Beach,OB,764.02,357000.00,,243910,RT-qPCR - N1
07/18/2021,07/19/2021,Owls Head,OH,6153.30,2110000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,923524,RT-qPCR - N1
07/18/2021,07/19/2021,Port Richmond,PR,3501.32,2110000.00,,224516,RT-qPCR - N1
07/18/2021,07/19/2021,Red Hook,RH,1322.93,536000.00,,257556,RT-qPCR - N1
07/18/2021,07/19/2021,Rockaway,RK,6035.77,3980000.00,,117991,RT-qPCR - N1
07/18/2021,07/19/2021,Tallman Island,TI,1440.42,703000.00,,457817,RT-qPCR - N1
07/18/2021,07/19/2021,Wards Island,WI,2542.35,1790000.00,,1173448,RT-qPCR - N1
07/20/2021,07/21/2021,26th Ward,26W,2217.13,1440000.00,,318262,RT-qPCR - N1
07/20/2021,,Bowery Bay,BB,,,No sample delivery due to logistical issue,894311,RT-qPCR - N1
07/20/2021,,Coney Island,CI,,,No sample delivery due to logistical issue,647635,RT-qPCR - N1
07/20/2021,,Hunts Point,HP,,,No sample delivery due to logistical issue,781885,RT-qPCR - N1
07/20/2021,07/21/2021,Jamaica Bay,JA,8837.21,3400000.00,,735054,RT-qPCR - N1
07/20/2021,07/21/2021,Newtown Creek,NC,6189.47,5190000.00,,1227810,RT-qPCR - N1
07/20/2021,,North River,NR,,,No sample delivery due to logistical issue,649549,RT-qPCR - N1
07/20/2021,,Oakwood Beach,OB,,,No sample delivery due to logistical issue,243910,RT-qPCR - N1
07/20/2021,,Owls Head,OH,,,No sample delivery due to logistical issue,923524,RT-qPCR - N1
07/20/2021,,Port Richmond,PR,,,No sample delivery due to logistical issue,224516,RT-qPCR - N1
07/20/2021,07/21/2021,Red Hook,RH,4792.18,1700000.00,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",257556,RT-qPCR - N1
07/20/2021,,Rockaway,RK,,,No sample delivery due to logistical issue,117991,RT-qPCR - N1
07/20/2021,,Tallman Island,TI,,,No sample delivery due to logistical issue,457817,RT-qPCR - N1
07/20/2021,,Wards Island,WI,,,No sample delivery due to logistical issue,1173448,RT-qPCR - N1
07/25/2021,07/26/2021,26th Ward,26W,7657.78,6280000.00,,318262,RT-qPCR - N1
07/25/2021,07/26/2021,Bowery Bay,BB,4297.52,2710000.00,,894311,RT-qPCR - N1
07/25/2021,07/26/2021,Coney Island,CI,3096.60,1670000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
07/25/2021,07/26/2021,Hunts Point,HP,4194.47,3260000.00,,781885,RT-qPCR - N1
07/25/2021,07/26/2021,Jamaica Bay,JA,4586.41,2130000.00,,735054,RT-qPCR - N1
07/25/2021,07/26/2021,Newtown Creek,NC,10114.50,7020000.00,,1227810,RT-qPCR - N1
07/25/2021,07/26/2021,North River,NR,4183.98,3170000.00,,649549,RT-qPCR - N1
07/25/2021,07/26/2021,Oakwood Beach,OB,3355.87,1480000.00,,243910,RT-qPCR - N1
07/25/2021,07/26/2021,Owls Head,OH,6436.91,2340000.00,,923524,RT-qPCR - N1
07/25/2021,07/26/2021,Port Richmond,PR,2523.95,1270000.00,,224516,RT-qPCR - N1
07/25/2021,07/26/2021,Red Hook,RH,1465.70,669000.00,,257556,RT-qPCR - N1
07/25/2021,07/26/2021,Rockaway,RK,2006.13,1510000.00,,117991,RT-qPCR - N1
07/25/2021,07/26/2021,Tallman Island,TI,7534.35,4820000.00,,457817,RT-qPCR - N1
07/25/2021,07/26/2021,Wards Island,WI,2575.45,1570000.00,,1173448,RT-qPCR - N1
07/27/2021,07/28/2021,26th Ward,26W,,,Analytical issue,318262,RT-qPCR - N1
07/27/2021,07/28/2021,Bowery Bay,BB,,,Analytical issue,894311,RT-qPCR - N1
07/27/2021,07/28/2021,Coney Island,CI,,,Analytical issue,647635,RT-qPCR - N1
07/27/2021,07/28/2021,Hunts Point,HP,,,Analytical issue,781885,RT-qPCR - N1
07/27/2021,07/28/2021,Jamaica Bay,JA,,,Analytical issue,735054,RT-qPCR - N1
07/27/2021,08/02/2021,Newtown Creek,NC,6549.20,4290000.00,"Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated",1227810,RT-qPCR - N1
07/27/2021,07/28/2021,North River,NR,,,Analytical issue,649549,RT-qPCR - N1
07/27/2021,08/02/2021,Oakwood Beach,OB,4595.86,1960000.00,"Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated",243910,RT-qPCR - N1
07/27/2021,07/28/2021,Owls Head,OH,,,Analytical issue,923524,RT-qPCR - N1
07/27/2021,07/28/2021,Port Richmond,PR,,,Analytical issue,224516,RT-qPCR - N1
07/27/2021,07/28/2021,Red Hook,RH,,,Analytical issue,257556,RT-qPCR - N1
07/27/2021,07/28/2021,Rockaway,RK,,,Analytical issue,117991,RT-qPCR - N1
07/27/2021,07/28/2021,Tallman Island,TI,,,Analytical issue,457817,RT-qPCR - N1
07/27/2021,08/02/2021,Wards Island,WI,2738.20,1970000.00,"Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated",1173448,RT-qPCR - N1
08/01/2021,08/02/2021,26th Ward,26W,5241.21,3550000.00,,318262,RT-qPCR - N1
08/01/2021,08/02/2021,Bowery Bay,BB,10955.25,4710000.00,,894311,RT-qPCR - N1
08/01/2021,08/02/2021,Coney Island,CI,5722.81,2510000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
08/01/2021,08/02/2021,Hunts Point,HP,4000.77,2480000.00,,781885,RT-qPCR - N1
08/01/2021,08/02/2021,Jamaica Bay,JA,22611.72,8690000.00,,735054,RT-qPCR - N1
08/01/2021,08/02/2021,Newtown Creek,NC,7231.90,4540000.00,,1227810,RT-qPCR - N1
08/01/2021,08/02/2021,North River,NR,4328.87,2510000.00,,649549,RT-qPCR - N1
08/01/2021,08/02/2021,Oakwood Beach,OB,9591.05,4010000.00,,243910,RT-qPCR - N1
08/01/2021,08/02/2021,Owls Head,OH,8982.29,3560000.00,,923524,RT-qPCR - N1
08/01/2021,08/02/2021,Port Richmond,PR,7464.80,3620000.00,,224516,RT-qPCR - N1
08/01/2021,08/02/2021,Red Hook,RH,4905.30,2070000.00,,257556,RT-qPCR - N1
08/01/2021,08/02/2021,Rockaway,RK,1717.71,1190000.00,,117991,RT-qPCR - N1
08/01/2021,08/02/2021,Tallman Island,TI,4968.38,2300000.00,,457817,RT-qPCR - N1
08/01/2021,08/02/2021,Wards Island,WI,4386.82,2520000.00,,1173448,RT-qPCR - N1
08/03/2021,08/04/2021,26th Ward,26W,8441.15,5060000.00,,318262,RT-qPCR - N1
08/03/2021,08/04/2021,Bowery Bay,BB,7739.43,2660000.00,,894311,RT-qPCR - N1
08/03/2021,08/04/2021,Coney Island,CI,7277.88,3030000.00,,647635,RT-qPCR - N1
08/03/2021,08/04/2021,Hunts Point,HP,7147.07,4190000.00,,781885,RT-qPCR - N1
08/03/2021,08/04/2021,Jamaica Bay,JA,13352.96,4930000.00,,735054,RT-qPCR - N1
08/03/2021,08/04/2021,Newtown Creek,NC,8656.02,4960000.00,,1227810,RT-qPCR - N1
08/03/2021,08/04/2021,North River,NR,2686.55,1510000.00,,649549,RT-qPCR - N1
08/03/2021,08/04/2021,Oakwood Beach,OB,6377.19,2610000.00,,243910,RT-qPCR - N1
08/03/2021,08/04/2021,Owls Head,OH,24262.99,8310000.00,,923524,RT-qPCR - N1
08/03/2021,08/04/2021,Port Richmond,PR,8894.83,3570000.00,,224516,RT-qPCR - N1
08/03/2021,08/04/2021,Red Hook,RH,6306.19,2340000.00,,257556,RT-qPCR - N1
08/03/2021,08/04/2021,Rockaway,RK,11165.60,7010000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,117991,RT-qPCR - N1
08/03/2021,08/04/2021,Tallman Island,TI,4675.97,2090000.00,,457817,RT-qPCR - N1
08/03/2021,08/04/2021,Wards Island,WI,7767.18,4260000.00,,1173448,RT-qPCR - N1
08/08/2021,08/09/2021,26th Ward,26W,10497.35,9020000.00,,318262,RT-qPCR - N1
08/08/2021,08/09/2021,Bowery Bay,BB,12590.08,7010000.00,,894311,RT-qPCR - N1
08/08/2021,08/09/2021,Coney Island,CI,15368.11,6990000.00,,647635,RT-qPCR - N1
08/08/2021,08/09/2021,Hunts Point,HP,10257.73,7090000.00,,781885,RT-qPCR - N1
08/08/2021,08/09/2021,Jamaica Bay,JA,11012.68,5120000.00,,735054,RT-qPCR - N1
08/08/2021,08/09/2021,Newtown Creek,NC,9205.73,6900000.00,,1227810,RT-qPCR - N1
08/08/2021,08/09/2021,North River,NR,18970.76,11300000.00,,649549,RT-qPCR - N1
08/08/2021,08/09/2021,Oakwood Beach,OB,14366.61,5860000.00,,243910,RT-qPCR - N1
08/08/2021,08/09/2021,Owls Head,OH,51863.42,23800000.00,,923524,RT-qPCR - N1
08/08/2021,08/09/2021,Port Richmond,PR,10123.34,4740000.00,,224516,RT-qPCR - N1
08/08/2021,08/09/2021,Red Hook,RH,14376.17,5830000.00,,257556,RT-qPCR - N1
08/08/2021,08/09/2021,Rockaway,RK,3883.63,2810000.00,,117991,RT-qPCR - N1
08/08/2021,08/09/2021,Tallman Island,TI,6545.01,4020000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,457817,RT-qPCR - N1
08/08/2021,08/09/2021,Wards Island,WI,11793.34,7510000.00,,1173448,RT-qPCR - N1
08/10/2021,08/11/2021,26th Ward,26W,17295.83,17800000.00,,318262,RT-qPCR - N1
08/10/2021,08/11/2021,Bowery Bay,BB,18398.79,9940000.00,,894311,RT-qPCR - N1
08/10/2021,08/11/2021,Coney Island,CI,20208.98,7850000.00,,647635,RT-qPCR - N1
08/10/2021,08/11/2021,Hunts Point,HP,26519.28,19100000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,781885,RT-qPCR - N1
08/10/2021,08/11/2021,Jamaica Bay,JA,32043.19,14400000.00,,735054,RT-qPCR - N1
08/10/2021,08/11/2021,Newtown Creek,NC,7807.62,6470000.00,,1227810,RT-qPCR - N1
08/10/2021,08/11/2021,North River,NR,7423.97,5850000.00,,649549,RT-qPCR - N1
08/10/2021,08/11/2021,Oakwood Beach,OB,16392.09,7480000.00,,243910,RT-qPCR - N1
08/10/2021,08/11/2021,Owls Head,OH,26449.81,12500000.00,,923524,RT-qPCR - N1
08/10/2021,08/11/2021,Port Richmond,PR,21589.55,13700000.00,,224516,RT-qPCR - N1
08/10/2021,08/11/2021,Red Hook,RH,4184.14,2760000.00,,257556,RT-qPCR - N1
08/10/2021,08/11/2021,Rockaway,RK,9473.43,6250000.00,,117991,RT-qPCR - N1
08/10/2021,08/11/2021,Tallman Island,TI,11212.92,6420000.00,,457817,RT-qPCR - N1
08/10/2021,08/11/2021,Wards Island,WI,12464.78,8910000.00,,1173448,RT-qPCR - N1
08/15/2021,08/16/2021,26th Ward,26W,7573.13,5130000.00,,318262,RT-qPCR - N1
08/15/2021,08/16/2021,Bowery Bay,BB,16723.02,6020000.00,,894311,RT-qPCR - N1
08/15/2021,08/16/2021,Coney Island,CI,10774.24,4240000.00,,647635,RT-qPCR - N1
08/15/2021,08/16/2021,Hunts Point,HP,5386.43,3510000.00,,781885,RT-qPCR - N1
08/15/2021,08/16/2021,Jamaica Bay,JA,12665.16,4740000.00,,735054,RT-qPCR - N1
08/15/2021,08/16/2021,Newtown Creek,NC,5462.54,3060000.00,,1227810,RT-qPCR - N1
08/15/2021,08/16/2021,North River,NR,6531.26,3720000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,649549,RT-qPCR - N1
08/15/2021,08/16/2021,Oakwood Beach,OB,6563.29,2540000.00,,243910,RT-qPCR - N1
08/15/2021,08/16/2021,Owls Head,OH,9076.75,3180000.00,,923524,RT-qPCR - N1
08/15/2021,08/16/2021,Port Richmond,PR,5364.86,2240000.00,,224516,RT-qPCR - N1
08/15/2021,08/16/2021,Red Hook,RH,6511.12,2420000.00,,257556,RT-qPCR - N1
08/15/2021,08/16/2021,Rockaway,RK,3472.41,2400000.00,,117991,RT-qPCR - N1
08/15/2021,08/16/2021,Tallman Island,TI,3861.74,1660000.00,,457817,RT-qPCR - N1
08/15/2021,08/16/2021,Wards Island,WI,4265.40,3330000.00,,1173448,RT-qPCR - N1
08/17/2021,08/18/2021,26th Ward,26W,11446.62,7010000.00,,318262,RT-qPCR - N1
08/17/2021,,Bowery Bay,BB,,,No sample delivery due to logistical issue,894311,RT-qPCR - N1
08/17/2021,08/18/2021,Coney Island,CI,5361.82,2080000.00,,647635,RT-qPCR - N1
08/17/2021,,Hunts Point,HP,,,No sample delivery due to logistical issue,781885,RT-qPCR - N1
08/17/2021,08/18/2021,Jamaica Bay,JA,13556.10,4870000.00,,735054,RT-qPCR - N1
08/17/2021,08/18/2021,Newtown Creek,NC,7751.65,4570000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
08/17/2021,,North River,NR,,,No sample delivery due to logistical issue,649549,RT-qPCR - N1
08/17/2021,08/18/2021,Oakwood Beach,OB,3139.87,1210000.00,,243910,RT-qPCR - N1
08/17/2021,08/18/2021,Owls Head,OH,8877.98,3230000.00,,923524,RT-qPCR - N1
08/17/2021,08/18/2021,Port Richmond,PR,7514.65,3020000.00,,224516,RT-qPCR - N1
08/17/2021,08/18/2021,Red Hook,RH,3136.71,1220000.00,,257556,RT-qPCR - N1
08/17/2021,08/18/2021,Rockaway,RK,5058.32,3180000.00,,117991,RT-qPCR - N1
08/17/2021,,Tallman Island,TI,,,No sample delivery due to logistical issue,457817,RT-qPCR - N1
08/17/2021,,Wards Island,WI,,,No sample delivery due to logistical issue,1173448,RT-qPCR - N1
08/22/2021,08/23/2021,26th Ward,26W,7228.59,11800000.00,,318262,RT-qPCR - N1
08/22/2021,08/23/2021,Bowery Bay,BB,1212.16,1230000.00,,894311,RT-qPCR - N1
08/22/2021,08/23/2021,Coney Island,CI,494.15,537000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection) - This sample was analyzed in duplicate. The higher of the 2 results is reported,647635,RT-qPCR - N1
08/22/2021,08/23/2021,Hunts Point,HP,1399.55,2320000.00,,781885,RT-qPCR - N1
08/22/2021,08/23/2021,Jamaica Bay,JA,8002.65,5790000.00,,735054,RT-qPCR - N1
08/22/2021,08/23/2021,Newtown Creek,NC,1086.62,1820000.00,,1227810,RT-qPCR - N1
08/22/2021,08/23/2021,North River,NR,1520.40,2300000.00,,649549,RT-qPCR - N1
